,TEMPORADA_ALTA,DIF_MIN,ATRASO_15,PERIODO_DIA
30010,1,2,0,mañana
30011,1,3,0,mañana
30012,1,0,0,mañana
30013,1,0,0,mañana
30014,1,2,0,mañana
30015,1,6,0,mañana
30016,1,11,0,mañana
30017,1,11,0,mañana
30018,1,0,0,mañana
30019,1,3,0,mañana
30020,1,14,0,mañana
30021,1,5,0,mañana
30022,1,8,0,mañana
30023,1,4,0,mañana
30024,1,27,1,mañana
30025,1,10,0,mañana
30026,1,3,0,mañana
30027,1,6,0,mañana
30028,1,29,1,noche
30029,1,18,1,noche
30030,1,0,0,noche
30031,1,2,0,mañana
30032,1,0,0,noche
30033,1,12,0,noche
30034,1,8,0,noche
30035,1,0,0,noche
30036,1,150,1,noche
30037,1,2,0,noche
30038,1,1,0,noche
30039,1,111,1,noche
30040,1,14,0,noche
30041,1,6,0,noche
30042,1,4,0,noche
30043,1,9,0,noche
30044,1,0,0,noche
30045,1,1,0,noche
30046,1,10,0,noche
30047,1,1,0,noche
30048,1,0,0,noche
30049,1,5,0,noche
30050,1,0,0,noche
30051,1,12,0,noche
30052,1,13,0,mañana
30053,1,0,0,mañana
30054,1,13,0,noche
30055,1,0,0,noche
30056,1,17,1,noche
30057,1,58,1,noche
30058,1,10,0,noche
30059,1,3,0,mañana
30060,1,4,0,mañana
30061,1,11,0,tarde
30062,1,19,1,noche
30063,1,0,0,noche
30064,1,0,0,noche
30065,1,5,0,mañana
30066,1,3,0,noche
30067,1,10,0,noche
30068,1,2,0,mañana
30069,1,7,0,noche
30070,1,2,0,noche
30071,1,18,1,noche
30072,1,0,0,noche
30073,1,10,0,mañana
30074,1,9,0,mañana
30075,1,0,0,mañana
30076,1,0,0,noche
30077,1,0,0,mañana
30078,1,0,0,mañana
30079,1,12,0,mañana
30080,1,0,0,mañana
30081,1,1,0,noche
30082,1,0,0,mañana
30083,1,0,0,mañana
30084,1,0,0,mañana
30085,1,0,0,mañana
30086,1,0,0,mañana
30087,1,0,0,mañana
30088,1,0,0,mañana
30089,1,0,0,mañana
30090,1,0,0,mañana
30091,1,6,0,noche
30092,1,0,0,mañana
30093,1,0,0,mañana
30094,1,0,0,mañana
30095,1,4,0,mañana
30096,1,0,0,mañana
30097,1,0,0,mañana
30098,1,3,0,mañana
30099,1,1,0,mañana
30100,1,14,0,mañana
30101,1,1,0,mañana
30102,1,5,0,mañana
30103,1,13,0,mañana
30104,1,0,0,mañana
30105,1,5,0,mañana
30106,1,9,0,mañana
30107,1,2,0,mañana
30108,1,7,0,mañana
30109,1,2,0,mañana
30110,1,9,0,mañana
30111,1,4,0,mañana
30112,1,0,0,mañana
30113,1,15,0,mañana
30114,1,4,0,mañana
30115,1,20,1,mañana
30116,1,3,0,mañana
30117,1,11,0,mañana
30118,1,2,0,mañana
30119,1,2,0,mañana
30120,1,0,0,mañana
30121,1,3,0,mañana
30122,1,6,0,tarde
30123,1,3,0,mañana
30124,1,3,0,tarde
30125,1,11,0,tarde
30126,1,14,0,mañana
30127,1,3,0,tarde
30128,1,3,0,tarde
30129,1,0,0,tarde
30130,1,1,0,mañana
30131,1,2,0,tarde
30132,1,11,0,tarde
30133,1,0,0,mañana
30134,1,4,0,tarde
30135,1,1,0,tarde
30136,1,0,0,tarde
30137,1,10,0,mañana
30138,1,14,0,tarde
30139,1,1,0,mañana
30140,1,0,0,mañana
30141,1,6,0,tarde
30142,1,10,0,mañana
30143,1,10,0,tarde
30144,1,19,1,mañana
30145,1,2,0,tarde
30146,1,1,0,tarde
30147,1,7,0,mañana
30148,1,43,1,tarde
30149,1,56,1,tarde
30150,1,0,0,noche
30151,1,1,0,mañana
30152,1,2,0,noche
30153,1,5,0,noche
30154,1,0,0,noche
30155,1,10,0,tarde
30156,1,137,1,noche
30157,1,48,1,mañana
30158,1,6,0,tarde
30159,1,18,1,tarde
30160,1,9,0,noche
30161,1,5,0,tarde
30162,1,5,0,tarde
30163,1,9,0,tarde
30164,1,10,0,noche
30165,1,28,1,tarde
30166,1,0,0,tarde
30167,1,0,0,tarde
30168,1,13,0,noche
30169,1,3,0,tarde
30170,1,6,0,mañana
30171,1,1,0,mañana
30172,1,1,0,mañana
30173,1,18,1,mañana
30174,1,3,0,mañana
30175,1,4,0,mañana
30176,1,7,0,mañana
30177,1,0,0,mañana
30178,1,3,0,mañana
30179,1,24,1,mañana
30180,1,3,0,mañana
30181,1,25,1,mañana
30182,1,10,0,mañana
30183,1,10,0,mañana
30184,1,1,0,mañana
30185,1,0,0,mañana
30186,1,3,0,mañana
30187,1,3,0,mañana
30188,1,4,0,noche
30189,1,4,0,tarde
30190,1,0,0,noche
30191,1,2,0,tarde
30192,1,0,0,noche
30193,1,2,0,tarde
30194,1,3,0,noche
30195,1,5,0,tarde
30196,1,0,0,tarde
30197,1,0,0,tarde
30198,1,4,0,tarde
30199,1,47,1,mañana
30200,1,0,0,mañana
30201,1,6,0,mañana
30202,1,0,0,mañana
30203,1,6,0,mañana
30204,1,16,1,mañana
30205,1,11,0,mañana
30206,1,3,0,mañana
30207,1,0,0,tarde
30208,1,4,0,tarde
30209,0,10,0,tarde
30210,0,14,0,tarde
30211,0,5,0,tarde
30212,0,0,0,tarde
30213,0,16,1,tarde
30214,1,2,0,mañana
30215,1,0,0,mañana
30216,1,8,0,mañana
30217,0,7,0,mañana
30218,0,9,0,mañana
30219,0,1,0,mañana
30220,0,1,0,mañana
30221,0,9,0,mañana
30222,0,0,0,mañana
30223,0,0,0,mañana
30224,0,2,0,mañana
30225,0,10,0,mañana
30226,0,0,0,mañana
30227,0,3,0,mañana
30228,0,0,0,mañana
30229,0,2,0,mañana
30230,0,33,1,mañana
30231,0,4,0,mañana
30232,0,14,0,mañana
30233,0,14,0,mañana
30234,0,15,0,mañana
30235,0,13,0,mañana
30236,0,30,1,mañana
30237,0,4,0,mañana
30238,0,0,0,mañana
30239,0,0,0,mañana
30240,0,2,0,mañana
30241,0,9,0,mañana
30242,0,12,0,mañana
30243,0,22,1,mañana
30244,0,24,1,mañana
30245,0,2,0,mañana
30246,1,12,0,noche
30247,0,0,0,noche
30248,1,5,0,noche
30249,1,7,0,noche
30250,0,1,0,mañana
30251,0,6,0,noche
30252,0,0,0,noche
30253,0,14,0,mañana
30254,0,0,0,noche
30255,0,10,0,mañana
30256,0,4,0,mañana
30257,1,9,0,noche
30258,1,9,0,noche
30259,1,0,0,noche
30260,0,4,0,mañana
30261,0,6,0,mañana
30262,0,3,0,mañana
30263,1,20,1,mañana
30264,1,11,0,mañana
30265,1,3,0,mañana
30266,0,0,0,mañana
30267,0,1,0,noche
30268,0,0,0,noche
30269,0,0,0,mañana
30270,0,5,0,noche
30271,0,5,0,noche
30272,0,13,0,mañana
30273,0,0,0,mañana
30274,0,1,0,noche
30275,0,3,0,mañana
30276,0,61,1,noche
30277,0,2,0,noche
30278,0,9,0,noche
30279,0,0,0,mañana
30280,0,14,0,noche
30281,0,0,0,mañana
30282,0,2,0,noche
30283,0,0,0,mañana
30284,0,3,0,noche
30285,0,4,0,mañana
30286,0,27,1,tarde
30287,1,5,0,mañana
30288,1,8,0,mañana
30289,1,45,1,mañana
30290,0,8,0,mañana
30291,0,0,0,mañana
30292,0,0,0,mañana
30293,0,3,0,mañana
30294,0,37,1,mañana
30295,0,3,0,mañana
30296,0,5,0,mañana
30297,0,3,0,mañana
30298,0,2,0,mañana
30299,0,13,0,mañana
30300,0,12,0,mañana
30301,0,5,0,mañana
30302,0,0,0,mañana
30303,0,1,0,mañana
30304,0,0,0,mañana
30305,0,2,0,mañana
30306,0,17,1,mañana
30307,0,95,1,mañana
30308,0,6,0,mañana
30309,0,4,0,mañana
30310,0,6,0,mañana
30311,0,9,0,mañana
30312,0,0,0,mañana
30313,0,2,0,mañana
30314,0,6,0,mañana
30315,0,9,0,mañana
30316,0,3,0,mañana
30317,0,9,0,mañana
30318,1,7,0,tarde
30319,1,20,1,tarde
30320,1,1,0,mañana
30321,0,60,1,mañana
30322,0,18,1,mañana
30323,0,6,0,tarde
30324,0,19,1,mañana
30325,0,36,1,tarde
30326,0,0,0,mañana
30327,0,10,0,tarde
30328,0,5,0,mañana
30329,0,4,0,tarde
30330,0,15,0,mañana
30331,0,2,0,tarde
30332,0,2,0,tarde
30333,0,8,0,mañana
30334,0,8,0,mañana
30335,0,1,0,mañana
30336,0,2,0,tarde
30337,0,0,0,mañana
30338,0,0,0,tarde
30339,0,0,0,mañana
30340,0,3,0,mañana
30341,0,2,0,mañana
30342,0,29,1,tarde
30343,0,3,0,mañana
30344,0,5,0,tarde
30345,0,8,0,mañana
30346,1,3,0,mañana
30347,1,8,0,mañana
30348,1,42,1,mañana
30349,0,6,0,mañana
30350,0,3,0,mañana
30351,0,4,0,mañana
30352,0,1,0,mañana
30353,0,1,0,mañana
30354,0,9,0,mañana
30355,0,8,0,mañana
30356,0,2,0,mañana
30357,0,6,0,mañana
30358,0,1,0,mañana
30359,0,1,0,mañana
30360,0,2,0,mañana
30361,0,2,0,mañana
30362,0,3,0,mañana
30363,0,0,0,mañana
30364,0,11,0,mañana
30365,0,0,0,mañana
30366,0,0,0,mañana
30367,0,8,0,mañana
30368,0,54,1,mañana
30369,0,3,0,mañana
30370,0,2,0,mañana
30371,0,12,0,mañana
30372,0,30,1,mañana
30373,0,47,1,mañana
30374,0,3,0,mañana
30375,0,3,0,mañana
30376,0,2,0,mañana
30377,0,0,0,mañana
30378,0,2,0,mañana
30379,0,0,0,mañana
30380,1,15,0,mañana
30381,1,6,0,mañana
30382,0,13,0,mañana
30383,0,1,0,mañana
30384,0,3,0,mañana
30385,0,0,0,mañana
30386,0,0,0,mañana
30387,0,11,0,mañana
30388,0,7,0,mañana
30389,0,0,0,mañana
30390,0,0,0,mañana
30391,0,5,0,mañana
30392,0,0,0,mañana
30393,0,5,0,mañana
30394,0,0,0,mañana
30395,0,12,0,mañana
30396,0,0,0,mañana
30397,0,4,0,mañana
30398,0,21,1,mañana
30399,0,0,0,mañana
30400,0,0,0,mañana
30401,0,0,0,mañana
30402,0,0,0,mañana
30403,0,0,0,mañana
30404,0,5,0,mañana
30405,0,32,1,mañana
30406,0,4,0,mañana
30407,0,1,0,mañana
30408,0,0,0,mañana
30409,0,0,0,mañana
30410,0,0,0,mañana
30411,0,0,0,mañana
30412,0,0,0,noche
30413,0,1,0,mañana
30414,0,13,0,noche
30415,0,4,0,tarde
30416,0,2,0,mañana
30417,0,7,0,noche
30418,0,2,0,mañana
30419,0,7,0,noche
30420,0,23,1,noche
30421,0,6,0,noche
30422,0,0,0,tarde
30423,0,0,0,tarde
30424,0,5,0,tarde
30425,0,1,0,mañana
30426,0,110,1,mañana
30427,0,0,0,noche
30428,0,0,0,mañana
30429,0,3,0,noche
30430,0,3,0,noche
30431,0,16,1,mañana
30432,0,0,0,noche
30433,0,14,0,mañana
30434,0,2,0,noche
30435,0,31,1,mañana
30436,0,0,0,mañana
30437,0,1,0,noche
30438,0,0,0,mañana
30439,0,11,0,mañana
30440,0,0,0,noche
30441,0,20,1,mañana
30442,0,0,0,mañana
30443,0,3,0,noche
30444,0,1,0,mañana
30445,0,4,0,mañana
30446,0,10,0,mañana
30447,0,2,0,mañana
30448,0,18,1,mañana
30449,0,6,0,mañana
30450,0,7,0,mañana
30451,0,12,0,mañana
30452,0,8,0,mañana
30453,0,0,0,mañana
30454,0,9,0,mañana
30455,0,10,0,mañana
30456,0,1,0,mañana
30457,0,2,0,mañana
30458,0,2,0,mañana
30459,0,3,0,mañana
30460,0,10,0,mañana
30461,0,1,0,mañana
30462,0,4,0,mañana
30463,0,0,0,mañana
30464,0,2,0,mañana
30465,0,7,0,mañana
30466,0,2,0,mañana
30467,0,1,0,mañana
30468,0,3,0,mañana
30469,0,0,0,mañana
30470,0,0,0,mañana
30471,0,6,0,mañana
30472,0,13,0,mañana
30473,0,14,0,mañana
30474,0,5,0,mañana
30475,0,10,0,mañana
30476,0,2,0,mañana
30477,0,1,0,mañana
30478,0,3,0,mañana
30479,0,1,0,mañana
30480,0,27,1,mañana
30481,0,7,0,mañana
30482,0,4,0,mañana
30483,0,3,0,mañana
30484,0,0,0,mañana
30485,0,25,1,tarde
30486,0,4,0,mañana
30487,0,5,0,mañana
30488,0,59,1,mañana
30489,0,13,0,tarde
30490,0,8,0,mañana
30491,0,3,0,mañana
30492,0,1,0,mañana
30493,0,11,0,mañana
30494,0,9,0,mañana
30495,0,3,0,mañana
30496,0,0,0,mañana
30497,0,7,0,mañana
30498,0,5,0,mañana
30499,0,18,1,mañana
30500,0,14,0,mañana
30501,0,0,0,mañana
30502,0,2,0,mañana
30503,0,7,0,mañana
30504,0,1,0,mañana
30505,0,0,0,mañana
30506,0,9,0,mañana
30507,0,0,0,mañana
30508,0,1,0,mañana
30509,0,13,0,mañana
30510,0,0,0,mañana
30511,0,8,0,mañana
30512,0,15,0,mañana
30513,0,12,0,mañana
30514,0,27,1,mañana
30515,0,8,0,mañana
30516,0,28,1,mañana
30517,0,30,1,mañana
30518,0,9,0,mañana
30519,0,0,0,mañana
30520,0,6,0,mañana
30521,0,0,0,mañana
30522,0,1,0,mañana
30523,0,3,0,mañana
30524,0,39,1,mañana
30525,0,1,0,mañana
30526,0,6,0,mañana
30527,0,4,0,mañana
30528,0,13,0,mañana
30529,0,26,1,mañana
30530,0,7,0,mañana
30531,0,1,0,mañana
30532,0,59,1,mañana
30533,0,0,0,mañana
30534,0,29,1,mañana
30535,0,56,1,mañana
30536,0,14,0,mañana
30537,0,1,0,mañana
30538,0,1,0,mañana
30539,0,19,1,mañana
30540,0,6,0,mañana
30541,0,4,0,mañana
30542,0,6,0,mañana
30543,0,20,1,mañana
30544,0,5,0,mañana
30545,0,0,0,mañana
30546,0,3,0,mañana
30547,0,0,0,mañana
30548,0,0,0,mañana
30549,0,12,0,mañana
30550,0,3,0,mañana
30551,0,0,0,mañana
30552,0,3,0,mañana
30553,0,1,0,mañana
30554,0,2,0,mañana
30555,0,15,0,mañana
30556,0,2,0,tarde
30557,0,2,0,tarde
30558,0,0,0,tarde
30559,0,15,0,tarde
30560,0,0,0,tarde
30561,0,2,0,noche
30562,0,1,0,noche
30563,0,0,0,noche
30564,0,0,0,noche
30565,0,19,1,mañana
30566,0,14,0,mañana
30567,0,8,0,noche
30568,0,17,1,mañana
30569,0,9,0,noche
30570,0,5,0,noche
30571,0,8,0,noche
30572,0,12,0,mañana
30573,0,0,0,mañana
30574,0,4,0,noche
30575,0,0,0,mañana
30576,0,12,0,mañana
30577,0,6,0,noche
30578,0,0,0,mañana
30579,0,2,0,mañana
30580,0,5,0,mañana
30581,0,3,0,mañana
30582,0,48,1,mañana
30583,0,5,0,mañana
30584,0,10,0,mañana
30585,0,1,0,mañana
30586,0,19,1,mañana
30587,0,5,0,mañana
30588,0,15,0,mañana
30589,0,7,0,mañana
30590,0,8,0,mañana
30591,0,36,1,mañana
30592,0,3,0,mañana
30593,0,12,0,mañana
30594,0,0,0,mañana
30595,0,2,0,mañana
30596,0,4,0,mañana
30597,0,1,0,mañana
30598,0,11,0,mañana
30599,0,1,0,mañana
30600,0,8,0,mañana
30601,0,15,0,mañana
30602,0,1,0,mañana
30603,0,8,0,mañana
30604,0,16,1,mañana
30605,0,11,0,mañana
30606,0,7,0,mañana
30607,0,0,0,mañana
30608,0,2,0,mañana
30609,0,6,0,mañana
30610,0,1,0,mañana
30611,0,4,0,mañana
30612,0,0,0,mañana
30613,0,3,0,mañana
30614,0,18,1,mañana
30615,0,12,0,mañana
30616,0,19,1,mañana
30617,0,0,0,mañana
30618,0,0,0,mañana
30619,0,13,0,mañana
30620,0,10,0,mañana
30621,0,12,0,mañana
30622,0,9,0,mañana
30623,0,65,1,mañana
30624,0,11,0,mañana
30625,0,10,0,mañana
30626,0,8,0,mañana
30627,0,12,0,mañana
30628,0,14,0,mañana
30629,0,2,0,mañana
30630,0,15,0,mañana
30631,0,0,0,mañana
30632,0,6,0,mañana
30633,0,13,0,mañana
30634,0,8,0,mañana
30635,0,7,0,mañana
30636,0,2,0,mañana
30637,0,0,0,mañana
30638,0,5,0,mañana
30639,0,6,0,mañana
30640,0,23,1,mañana
30641,0,49,1,mañana
30642,0,4,0,mañana
30643,0,1,0,mañana
30644,0,5,0,mañana
30645,0,2,0,mañana
30646,0,0,0,mañana
30647,0,1,0,mañana
30648,0,13,0,mañana
30649,0,1,0,mañana
30650,0,7,0,mañana
30651,0,0,0,mañana
30652,0,85,1,mañana
30653,0,0,0,mañana
30654,0,11,0,mañana
30655,0,0,0,mañana
30656,0,0,0,mañana
30657,0,0,0,mañana
30658,0,2,0,mañana
30659,0,94,1,mañana
30660,0,3,0,mañana
30661,0,3,0,mañana
30662,0,1,0,mañana
30663,0,5,0,mañana
30664,0,0,0,mañana
30665,0,1,0,mañana
30666,0,4,0,mañana
30667,0,1,0,mañana
30668,0,0,0,mañana
30669,0,14,0,mañana
30670,0,5,0,mañana
30671,0,0,0,mañana
30672,0,4,0,mañana
30673,0,20,1,mañana
30674,0,7,0,tarde
30675,0,0,0,tarde
30676,0,11,0,tarde
30677,0,0,0,noche
30678,0,3,0,noche
30679,0,13,0,mañana
30680,0,4,0,noche
30681,0,9,0,noche
30682,0,3,0,noche
30683,0,2,0,noche
30684,0,9,0,noche
30685,0,0,0,mañana
30686,0,4,0,noche
30687,0,0,0,mañana
30688,0,2,0,noche
30689,0,0,0,mañana
30690,0,90,1,mañana
30691,0,0,0,mañana
30692,0,1,0,noche
30693,0,2,0,noche
30694,0,1,0,mañana
30695,0,2,0,mañana
30696,0,1,0,mañana
30697,0,5,0,mañana
30698,0,1,0,mañana
30699,0,27,1,mañana
30700,0,0,0,mañana
30701,0,3,0,mañana
30702,0,15,0,mañana
30703,0,4,0,mañana
30704,0,10,0,mañana
30705,0,11,0,mañana
30706,0,145,1,mañana
30707,0,4,0,mañana
30708,0,64,1,mañana
30709,0,10,0,mañana
30710,0,2,0,mañana
30711,0,21,1,mañana
30712,0,1,0,mañana
30713,0,0,0,mañana
30714,0,4,0,mañana
30715,0,77,1,mañana
30716,0,9,0,mañana
30717,0,4,0,mañana
30718,0,5,0,mañana
30719,0,11,0,mañana
30720,0,8,0,mañana
30721,0,3,0,mañana
30722,0,9,0,mañana
30723,0,13,0,mañana
30724,0,37,1,mañana
30725,0,8,0,mañana
30726,0,10,0,mañana
30727,0,1,0,mañana
30728,0,9,0,mañana
30729,0,3,0,mañana
30730,0,22,1,mañana
30731,0,2,0,mañana
30732,0,13,0,mañana
30733,0,3,0,mañana
30734,0,15,0,mañana
30735,0,11,0,mañana
30736,0,6,0,mañana
30737,0,26,1,mañana
30738,0,0,0,mañana
30739,0,16,1,mañana
30740,0,8,0,mañana
30741,0,9,0,mañana
30742,0,2,0,mañana
30743,0,6,0,mañana
30744,0,22,1,mañana
30745,0,0,0,mañana
30746,0,5,0,mañana
30747,0,2,0,mañana
30748,0,4,0,mañana
30749,0,12,0,mañana
30750,0,2,0,mañana
30751,0,23,1,mañana
30752,0,32,1,mañana
30753,1,35,1,mañana
30754,1,10,0,mañana
30755,1,47,1,tarde
30756,0,2,0,mañana
30757,0,0,0,mañana
30758,0,0,0,mañana
30759,0,0,0,mañana
30760,0,12,0,mañana
30761,0,27,1,mañana
30762,0,7,0,mañana
30763,0,7,0,mañana
30764,0,0,0,mañana
30765,0,118,1,mañana
30766,0,42,1,mañana
30767,0,3,0,mañana
30768,0,8,0,mañana
30769,1,30,1,mañana
30770,1,6,0,mañana
30771,1,0,0,mañana
30772,1,3,0,mañana
30773,1,25,1,mañana
30774,1,3,0,mañana
30775,1,4,0,mañana
30776,1,23,1,mañana
30777,1,0,0,mañana
30778,1,6,0,mañana
30779,1,14,0,mañana
30780,1,82,1,mañana
30781,1,9,0,mañana
30782,1,9,0,mañana
30783,1,21,1,mañana
30784,1,0,0,mañana
30785,1,16,1,mañana
30786,1,6,0,mañana
30787,0,33,1,noche
30788,1,7,0,tarde
30789,1,12,0,tarde
30790,1,1,0,tarde
30791,0,1,0,noche
30792,0,15,0,mañana
30793,0,12,0,noche
30794,1,22,1,noche
30795,0,21,1,noche
30796,1,14,0,noche
30797,0,0,0,mañana
30798,0,4,0,noche
30799,0,2,0,noche
30800,0,0,0,mañana
30801,0,10,0,mañana
30802,0,0,0,noche
30803,0,6,0,noche
30804,0,9,0,noche
30805,0,0,0,noche
30806,1,0,0,noche
30807,1,2,0,noche
30808,1,3,0,noche
30809,1,4,0,noche
30810,1,0,0,mañana
30811,1,8,0,noche
30812,1,2,0,noche
30813,1,2,0,noche
30814,1,3,0,noche
30815,1,0,0,mañana
30816,1,0,0,noche
30817,1,5,0,noche
30818,0,1,0,mañana
30819,0,0,0,mañana
30820,0,0,0,mañana
30821,0,1,0,mañana
30822,0,5,0,mañana
30823,0,14,0,mañana
30824,0,3,0,mañana
30825,0,3,0,mañana
30826,0,3,0,mañana
30827,0,11,0,mañana
30828,0,3,0,mañana
30829,0,2,0,mañana
30830,0,3,0,mañana
30831,1,10,0,mañana
30832,1,18,1,mañana
30833,1,11,0,mañana
30834,1,10,0,mañana
30835,1,3,0,mañana
30836,1,3,0,mañana
30837,1,4,0,mañana
30838,1,0,0,mañana
30839,1,5,0,mañana
30840,1,14,0,mañana
30841,1,9,0,mañana
30842,1,16,1,mañana
30843,1,4,0,mañana
30844,1,4,0,mañana
30845,1,4,0,mañana
30846,1,19,1,mañana
30847,1,0,0,mañana
30848,1,9,0,mañana
30849,0,12,0,tarde
30850,0,1,0,mañana
30851,0,2,0,noche
30852,0,11,0,mañana
30853,0,4,0,mañana
30854,0,2,0,tarde
30855,0,60,1,mañana
30856,0,0,0,tarde
30857,0,1,0,noche
30858,1,116,1,mañana
30859,1,0,0,mañana
30860,1,11,0,tarde
30861,1,22,1,mañana
30862,1,7,0,mañana
30863,1,19,1,mañana
30864,1,17,1,mañana
30865,1,16,1,mañana
30866,1,3,0,tarde
30867,1,10,0,mañana
30868,1,1,0,mañana
30869,1,13,0,mañana
30870,1,11,0,mañana
30871,1,7,0,tarde
30872,0,4,0,mañana
30873,0,9,0,mañana
30874,0,6,0,mañana
30875,0,7,0,mañana
30876,0,8,0,mañana
30877,0,10,0,mañana
30878,0,22,1,mañana
30879,0,26,1,mañana
30880,0,6,0,mañana
30881,0,7,0,mañana
30882,1,9,0,mañana
30883,1,4,0,mañana
30884,1,26,1,mañana
30885,1,10,0,mañana
30886,1,4,0,mañana
30887,1,4,0,mañana
30888,1,7,0,mañana
30889,1,11,0,mañana
30890,1,12,0,mañana
30891,1,12,0,mañana
30892,1,14,0,mañana
30893,1,20,1,mañana
30894,1,4,0,mañana
30895,1,4,0,mañana
30896,1,49,1,mañana
30897,0,7,0,mañana
30898,1,106,1,mañana
30899,1,6,0,mañana
30900,0,8,0,mañana
30901,0,2,0,mañana
30902,0,11,0,mañana
30903,0,17,1,mañana
30904,0,3,0,mañana
30905,0,17,1,mañana
30906,0,3,0,mañana
30907,0,4,0,mañana
30908,0,6,0,mañana
30909,0,9,0,mañana
30910,0,3,0,mañana
30911,0,30,1,mañana
30912,0,44,1,mañana
30913,0,23,1,mañana
30914,0,3,0,mañana
30915,0,4,0,mañana
30916,0,0,0,mañana
30917,0,1,0,mañana
30918,0,0,0,mañana
30919,0,0,0,mañana
30920,0,0,0,mañana
30921,0,5,0,mañana
30922,0,0,0,mañana
30923,0,1,0,mañana
30924,0,0,0,mañana
30925,0,1,0,mañana
30926,0,0,0,mañana
30927,0,4,0,mañana
30928,0,3,0,mañana
30929,0,0,0,mañana
30930,0,11,0,mañana
30931,0,3,0,mañana
30932,0,4,0,mañana
30933,0,15,0,tarde
30934,0,43,1,noche
30935,0,4,0,noche
30936,0,17,1,noche
30937,0,2,0,noche
30938,0,0,0,mañana
30939,0,0,0,noche
30940,0,1,0,noche
30941,0,0,0,mañana
30942,0,1,0,noche
30943,0,0,0,mañana
30944,0,1,0,noche
30945,0,3,0,noche
30946,0,2,0,noche
30947,0,2,0,noche
30948,0,9,0,noche
30949,0,3,0,noche
30950,0,0,0,mañana
30951,0,0,0,mañana
30952,0,63,1,noche
30953,0,1,0,noche
30954,0,15,0,mañana
30955,0,1,0,noche
30956,0,0,0,noche
30957,0,2,0,noche
30958,0,6,0,noche
30959,0,5,0,mañana
30960,0,5,0,mañana
30961,0,2,0,mañana
30962,0,16,1,mañana
30963,0,6,0,mañana
30964,0,10,0,mañana
30965,0,2,0,mañana
30966,0,25,1,mañana
30967,0,3,0,mañana
30968,0,35,1,mañana
30969,0,0,0,mañana
30970,0,3,0,mañana
30971,0,6,0,mañana
30972,0,0,0,mañana
30973,0,3,0,mañana
30974,0,0,0,mañana
30975,0,4,0,mañana
30976,0,0,0,mañana
30977,0,0,0,mañana
30978,0,1,0,mañana
30979,0,3,0,mañana
30980,0,3,0,mañana
30981,0,4,0,mañana
30982,0,2,0,mañana
30983,0,4,0,mañana
30984,0,7,0,mañana
30985,0,1,0,mañana
30986,0,0,0,mañana
30987,0,10,0,mañana
30988,0,9,0,mañana
30989,0,0,0,mañana
30990,0,17,1,tarde
30991,0,16,1,mañana
30992,0,0,0,tarde
30993,0,3,0,mañana
30994,0,11,0,mañana
30995,0,3,0,tarde
30996,0,11,0,mañana
30997,0,0,0,tarde
30998,0,11,0,mañana
30999,0,9,0,mañana
31000,0,1,0,mañana
31001,0,2,0,mañana
31002,0,0,0,mañana
31003,0,84,1,tarde
31004,0,129,1,mañana
31005,0,11,0,mañana
31006,0,30,1,mañana
31007,0,4,0,mañana
31008,0,3,0,mañana
31009,0,17,1,mañana
31010,0,9,0,mañana
31011,0,32,1,mañana
31012,0,3,0,mañana
31013,0,0,0,mañana
31014,0,25,1,mañana
31015,0,4,0,mañana
31016,0,14,0,mañana
31017,0,1,0,mañana
31018,0,8,0,mañana
31019,0,11,0,mañana
31020,0,11,0,mañana
31021,0,3,0,mañana
31022,0,2,0,mañana
31023,0,0,0,mañana
31024,0,0,0,mañana
31025,0,0,0,mañana
31026,0,1,0,mañana
31027,0,20,1,mañana
31028,1,9,0,mañana
31029,1,114,1,tarde
31030,0,2,0,mañana
31031,0,16,1,mañana
31032,0,46,1,mañana
31033,0,11,0,mañana
31034,0,5,0,mañana
31035,0,5,0,mañana
31036,0,4,0,mañana
31037,0,1,0,mañana
31038,0,6,0,mañana
31039,1,4,0,mañana
31040,1,13,0,mañana
31041,1,2,0,mañana
31042,1,6,0,mañana
31043,1,0,0,mañana
31044,1,9,0,mañana
31045,1,14,0,mañana
31046,1,0,0,mañana
31047,1,2,0,mañana
31048,1,12,0,mañana
31049,1,0,0,mañana
31050,1,10,0,mañana
31051,1,4,0,mañana
31052,1,15,0,mañana
31053,1,8,0,mañana
31054,1,5,0,mañana
31055,1,0,0,mañana
31056,1,15,0,mañana
31057,1,7,0,mañana
31058,1,8,0,mañana
31059,1,12,0,mañana
31060,0,8,0,noche
31061,0,10,0,noche
31062,1,16,1,noche
31063,1,20,1,noche
31064,1,1,0,noche
31065,1,7,0,noche
31066,1,21,1,noche
31067,1,13,0,noche
31068,0,0,0,mañana
31069,1,22,1,mañana
31070,1,6,0,noche
31071,0,4,0,noche
31072,0,0,0,mañana
31073,0,3,0,noche
31074,0,1,0,noche
31075,0,2,0,noche
31076,0,0,0,mañana
31077,0,6,0,noche
31078,1,2,0,noche
31079,1,11,0,mañana
31080,1,2,0,noche
31081,1,8,0,noche
31082,1,0,0,noche
31083,1,15,0,mañana
31084,1,11,0,mañana
31085,1,3,0,noche
31086,1,33,1,mañana
31087,1,7,0,noche
31088,1,4,0,noche
31089,1,0,0,noche
31090,1,3,0,noche
31091,1,0,0,mañana
31092,1,0,0,mañana
31093,1,4,0,tarde
31094,1,8,0,noche
31095,0,6,0,mañana
31096,0,4,0,mañana
